eventid,timestamp,src_ip,dst_ip,session,duration
cowrie.session.closed,2021-02-12 17:22:15.954548+00:00,188.166.87.163,,5c95e13874b5,123.43787145614624
cowrie.client.kex,2021-02-12 17:22:15.955667+00:00,188.166.87.163,,dc5c4446c309,
cowrie.client.kex,2021-02-12 17:22:15.957977+00:00,188.166.87.163,,5ec0612f94bf,
cowrie.client.kex,2021-02-12 17:22:15.960035+00:00,188.166.87.163,,10ed01c58aa8,
cowrie.client.kex,2021-02-12 17:22:15.962060+00:00,188.166.87.163,,52568aac8570,
cowrie.client.kex,2021-02-12 17:22:15.964238+00:00,188.166.87.163,,a5b039c40ec8,
cowrie.client.kex,2021-02-12 17:22:15.966546+00:00,188.166.87.163,,f6ef758a47ce,
cowrie.client.kex,2021-02-12 17:22:15.968875+00:00,188.166.87.163,,20f3da5191ed,
cowrie.session.closed,2021-02-12 17:22:15.972457+00:00,188.166.87.163,,3731022bc095,99.07330989837646
cowrie.session.closed,2021-02-12 17:22:15.973414+00:00,188.166.87.163,,7b05216fc0e7,90.84338140487671
cowrie.session.closed,2021-02-12 17:22:15.974813+00:00,188.166.87.163,,99ed48c81320,82.71565508842468
cowrie.session.closed,2021-02-12 17:22:15.983101+00:00,188.166.87.163,,a4a52f08d719,74.4600875377655
cowrie.login.success,2021-02-12 17:22:16.706364+00:00,188.166.87.163,,dc5c38116f40,
cowrie.login.success,2021-02-12 17:22:16.832402+00:00,188.166.87.163,,5ec0612f94bf,
cowrie.login.success,2021-02-12 17:22:16.835496+00:00,188.166.87.163,,dc5c4446c309,
cowrie.login.success,2021-02-12 17:22:16.838077+00:00,188.166.87.163,,10ed01c58aa8,
cowrie.login.success,2021-02-12 17:22:16.840520+00:00,188.166.87.163,,a5b039c40ec8,
cowrie.login.success,2021-02-12 17:22:16.842890+00:00,188.166.87.163,,20f3da5191ed,
cowrie.login.success,2021-02-12 17:22:16.845394+00:00,188.166.87.163,,f6ef758a47ce,
cowrie.login.success,2021-02-12 17:22:16.847765+00:00,188.166.87.163,,52568aac8570,
cowrie.session.connect,2021-02-12 17:22:16.904462+00:00,188.166.87.163,155.232.195.82,dc7c61db321a,
cowrie.client.version,2021-02-12 17:22:16.905975+00:00,188.166.87.163,,dc7c61db321a,
cowrie.session.params,2021-02-12 17:22:17.104856+00:00,188.166.87.163,,dc5c38116f40,
cowrie.command.input,2021-02-12 17:22:17.105725+00:00,188.166.87.163,,dc5c38116f40,
cowrie.client.kex,2021-02-12 17:22:17.109309+00:00,188.166.87.163,,dc7c61db321a,
cowrie.session.params,2021-02-12 17:22:17.583360+00:00,188.166.87.163,,5ec0612f94bf,
cowrie.command.input,2021-02-12 17:22:17.584341+00:00,188.166.87.163,,5ec0612f94bf,
cowrie.session.params,2021-02-12 17:22:17.774825+00:00,188.166.87.163,,10ed01c58aa8,
cowrie.command.input,2021-02-12 17:22:17.775687+00:00,188.166.87.163,,10ed01c58aa8,
cowrie.session.params,2021-02-12 17:22:17.811526+00:00,188.166.87.163,,dc5c4446c309,
cowrie.command.input,2021-02-12 17:22:17.812421+00:00,188.166.87.163,,dc5c4446c309,
cowrie.session.params,2021-02-12 17:22:18.048859+00:00,188.166.87.163,,a5b039c40ec8,
cowrie.command.input,2021-02-12 17:22:18.049722+00:00,188.166.87.163,,a5b039c40ec8,
cowrie.session.params,2021-02-12 17:22:18.090045+00:00,188.166.87.163,,20f3da5191ed,
cowrie.command.input,2021-02-12 17:22:18.090913+00:00,188.166.87.163,,20f3da5191ed,
cowrie.session.params,2021-02-12 17:22:18.365521+00:00,188.166.87.163,,f6ef758a47ce,
cowrie.command.input,2021-02-12 17:22:18.366390+00:00,188.166.87.163,,f6ef758a47ce,
cowrie.session.params,2021-02-12 17:22:18.407596+00:00,188.166.87.163,,52568aac8570,
cowrie.command.input,2021-02-12 17:22:18.408478+00:00,188.166.87.163,,52568aac8570,
cowrie.login.success,2021-02-12 17:22:18.981845+00:00,188.166.87.163,,dc7c61db321a,
cowrie.session.params,2021-02-12 17:22:19.386871+00:00,188.166.87.163,,dc7c61db321a,
cowrie.command.input,2021-02-12 17:22:19.387761+00:00,188.166.87.163,,dc7c61db321a,
cowrie.session.connect,2021-02-12 17:22:25.410582+00:00,188.166.87.163,155.232.195.82,a15094681473,
cowrie.client.version,2021-02-12 17:22:25.411779+00:00,188.166.87.163,,a15094681473,
cowrie.client.kex,2021-02-12 17:22:25.594348+00:00,188.166.87.163,,a15094681473,
cowrie.login.success,2021-02-12 17:22:26.344267+00:00,188.166.87.163,,a15094681473,
cowrie.session.params,2021-02-12 17:22:27.094130+00:00,188.166.87.163,,a15094681473,
cowrie.command.input,2021-02-12 17:22:27.095005+00:00,188.166.87.163,,a15094681473,
cowrie.session.file_download.failed,2021-02-12 17:22:28.027979+00:00,188.166.87.163,,5ec0612f94bf,
cowrie.session.file_download.failed,2021-02-12 17:22:31.132558+00:00,188.166.87.163,,5ec0612f94bf,
cowrie.session.file_download.failed,2021-02-12 17:23:26.684330+00:00,188.166.87.163,,5ec0612f94bf,
cowrie.session.file_download.failed,2021-02-12 17:23:26.687920+00:00,188.166.87.163,,dc5c38116f40,
cowrie.session.file_download.failed,2021-02-12 17:23:26.690439+00:00,188.166.87.163,,10ed01c58aa8,
cowrie.session.file_download.failed,2021-02-12 17:23:26.692594+00:00,188.166.87.163,,dc5c4446c309,
cowrie.session.file_download.failed,2021-02-12 17:23:26.694256+00:00,188.166.87.163,,a5b039c40ec8,
cowrie.session.file_download.failed,2021-02-12 17:23:26.695982+00:00,188.166.87.163,,20f3da5191ed,
cowrie.session.file_download.failed,2021-02-12 17:23:26.697669+00:00,188.166.87.163,,f6ef758a47ce,
cowrie.session.file_download.failed,2021-02-12 17:23:26.699328+00:00,188.166.87.163,,52568aac8570,
cowrie.session.file_download.failed,2021-02-12 17:23:26.700988+00:00,188.166.87.163,,dc7c61db321a,
cowrie.session.file_download.failed,2021-02-12 17:23:26.702630+00:00,188.166.87.163,,a15094681473,
cowrie.session.connect,2021-02-12 17:23:26.709956+00:00,188.166.87.163,155.232.195.82,31f0d09e5673,
cowrie.session.connect,2021-02-12 17:23:26.711123+00:00,188.166.87.163,155.232.195.82,f83332da4639,
cowrie.session.connect,2021-02-12 17:23:26.712322+00:00,188.166.87.163,155.232.195.82,c71cc8c26021,
cowrie.session.connect,2021-02-12 17:23:26.713432+00:00,188.166.87.163,155.232.195.82,d18a9afee8da,
cowrie.session.connect,2021-02-12 17:23:26.714543+00:00,188.166.87.163,155.232.195.82,c16ad60c9f85,
cowrie.session.connect,2021-02-12 17:23:26.715646+00:00,188.166.87.163,155.232.195.82,d3fbf86aaadc,
cowrie.session.connect,2021-02-12 17:23:26.716769+00:00,188.166.87.163,155.232.195.82,e7f188b23084,
cowrie.client.version,2021-02-12 17:23:26.718462+00:00,188.166.87.163,,31f0d09e5673,
cowrie.client.version,2021-02-12 17:23:26.719269+00:00,188.166.87.163,,f83332da4639,
cowrie.client.version,2021-02-12 17:23:26.720062+00:00,188.166.87.163,,c71cc8c26021,
cowrie.client.version,2021-02-12 17:23:26.720842+00:00,188.166.87.163,,d18a9afee8da,
cowrie.client.version,2021-02-12 17:23:26.721621+00:00,188.166.87.163,,c16ad60c9f85,
cowrie.client.version,2021-02-12 17:23:26.722400+00:00,188.166.87.163,,d3fbf86aaadc,
cowrie.client.version,2021-02-12 17:23:26.723178+00:00,188.166.87.163,,e7f188b23084,
cowrie.session.closed,2021-02-12 17:23:26.894481+00:00,188.166.87.163,,5ec0612f94bf,71.13232779502869
cowrie.client.kex,2021-02-12 17:23:26.902274+00:00,188.166.87.163,,c71cc8c26021,
cowrie.client.kex,2021-02-12 17:23:26.905415+00:00,188.166.87.163,,31f0d09e5673,
cowrie.client.kex,2021-02-12 17:23:26.908445+00:00,188.166.87.163,,f83332da4639,
cowrie.client.kex,2021-02-12 17:23:26.911051+00:00,188.166.87.163,,c16ad60c9f85,
cowrie.client.kex,2021-02-12 17:23:26.913694+00:00,188.166.87.163,,d3fbf86aaadc,
cowrie.client.kex,2021-02-12 17:23:26.916545+00:00,188.166.87.163,,e7f188b23084,
cowrie.client.kex,2021-02-12 17:23:26.919138+00:00,188.166.87.163,,d18a9afee8da,
cowrie.session.closed,2021-02-12 17:23:26.931342+00:00,188.166.87.163,,10ed01c58aa8,71.16695094108582
cowrie.session.closed,2021-02-12 17:23:26.936260+00:00,188.166.87.163,,52568aac8570,71.17297601699829
cowrie.session.closed,2021-02-12 17:23:26.938044+00:00,188.166.87.163,,dc5c38116f40,71.17948794364929
cowrie.session.closed,2021-02-12 17:23:26.939790+00:00,188.166.87.163,,dc5c4446c309,71.17996335029602
cowrie.session.closed,2021-02-12 17:23:26.943222+00:00,188.166.87.163,,f6ef758a47ce,71.17659282684326
cowrie.session.closed,2021-02-12 17:23:26.944945+00:00,188.166.87.163,,dc7c61db321a,70.0390853881836
cowrie.session.closed,2021-02-12 17:23:26.951045+00:00,188.166.87.163,,a5b039c40ec8,71.18552589416504
cowrie.session.closed,2021-02-12 17:23:26.952130+00:00,188.166.87.163,,20f3da5191ed,71.19111275672913
cowrie.session.closed,2021-02-12 17:23:27.400103+00:00,188.166.87.163,,a15094681473,61.988402128219604
cowrie.login.success,2021-02-12 17:23:27.654069+00:00,188.166.87.163,,c71cc8c26021,
cowrie.login.success,2021-02-12 17:23:27.764468+00:00,188.166.87.163,,d3fbf86aaadc,
cowrie.login.success,2021-02-12 17:23:27.766610+00:00,188.166.87.163,,c16ad60c9f85,
cowrie.login.success,2021-02-12 17:23:27.768575+00:00,188.166.87.163,,31f0d09e5673,
cowrie.login.success,2021-02-12 17:23:27.770625+00:00,188.166.87.163,,f83332da4639,
cowrie.login.success,2021-02-12 17:23:27.772799+00:00,188.166.87.163,,e7f188b23084,
cowrie.login.success,2021-02-12 17:23:27.775667+00:00,188.166.87.163,,d18a9afee8da,
cowrie.session.params,2021-02-12 17:23:28.051687+00:00,188.166.87.163,,c71cc8c26021,
cowrie.command.input,2021-02-12 17:23:28.052573+00:00,188.166.87.163,,c71cc8c26021,
cowrie.session.params,2021-02-12 17:23:28.166928+00:00,188.166.87.163,,d3fbf86aaadc,
cowrie.command.input,2021-02-12 17:23:28.167795+00:00,188.166.87.163,,d3fbf86aaadc,
cowrie.session.params,2021-02-12 17:23:28.595385+00:00,188.166.87.163,,c16ad60c9f85,
cowrie.command.input,2021-02-12 17:23:28.597118+00:00,188.166.87.163,,c16ad60c9f85,
cowrie.session.params,2021-02-12 17:23:28.640171+00:00,188.166.87.163,,e7f188b23084,
cowrie.command.input,2021-02-12 17:23:28.641148+00:00,188.166.87.163,,e7f188b23084,
cowrie.session.params,2021-02-12 17:23:28.680631+00:00,188.166.87.163,,f83332da4639,
cowrie.command.input,2021-02-12 17:23:28.681517+00:00,188.166.87.163,,f83332da4639,
cowrie.session.params,2021-02-12 17:23:29.111719+00:00,188.166.87.163,,31f0d09e5673,
cowrie.command.input,2021-02-12 17:23:29.112646+00:00,188.166.87.163,,31f0d09e5673,
cowrie.session.params,2021-02-12 17:23:29.166782+00:00,188.166.87.163,,d18a9afee8da,
cowrie.command.input,2021-02-12 17:23:29.167651+00:00,188.166.87.163,,d18a9afee8da,
cowrie.session.connect,2021-02-12 17:23:33.253643+00:00,188.166.87.163,155.232.195.82,1cb6a4534450,
cowrie.client.version,2021-02-12 17:23:33.254951+00:00,188.166.87.163,,1cb6a4534450,
cowrie.client.kex,2021-02-12 17:23:33.438432+00:00,188.166.87.163,,1cb6a4534450,
cowrie.login.success,2021-02-12 17:23:34.189326+00:00,188.166.87.163,,1cb6a4534450,
cowrie.session.params,2021-02-12 17:23:34.594031+00:00,188.166.87.163,,1cb6a4534450,
cowrie.command.input,2021-02-12 17:23:34.594931+00:00,188.166.87.163,,1cb6a4534450,
cowrie.session.file_download.failed,2021-02-12 17:23:39.004088+00:00,188.166.87.163,,e7f188b23084,
cowrie.session.file_download.failed,2021-02-12 17:23:39.006167+00:00,188.166.87.163,,f83332da4639,
cowrie.session.file_download.failed,2021-02-12 17:23:39.007774+00:00,188.166.87.163,,d18a9afee8da,
cowrie.session.file_download.failed,2021-02-12 17:23:39.009479+00:00,188.166.87.163,,31f0d09e5673,
cowrie.session.file_download.failed,2021-02-12 17:23:39.011133+00:00,188.166.87.163,,c16ad60c9f85,
cowrie.session.connect,2021-02-12 17:23:41.899165+00:00,188.166.87.163,155.232.195.82,6ad582b4465c,
cowrie.client.version,2021-02-12 17:23:41.900336+00:00,188.166.87.163,,6ad582b4465c,
cowrie.session.file_download.failed,2021-02-12 17:23:42.076707+00:00,188.166.87.163,,e7f188b23084,
cowrie.session.file_download.failed,2021-02-12 17:24:37.728639+00:00,188.166.87.163,,e7f188b23084,
cowrie.session.file_download.failed,2021-02-12 17:24:37.740110+00:00,188.166.87.163,,c71cc8c26021,
cowrie.session.file_download.failed,2021-02-12 17:24:37.742232+00:00,188.166.87.163,,d3fbf86aaadc,
cowrie.session.file_download.failed,2021-02-12 17:24:37.744208+00:00,188.166.87.163,,1cb6a4534450,
cowrie.session.file_download.failed,2021-02-12 17:24:37.745964+00:00,188.166.87.163,,f83332da4639,
cowrie.session.file_download.failed,2021-02-12 17:25:37.724454+00:00,188.166.87.163,,f83332da4639,
cowrie.session.file_download.failed,2021-02-12 17:25:37.728395+00:00,188.166.87.163,,d18a9afee8da,
cowrie.session.file_download.failed,2021-02-12 17:26:44.764732+00:00,188.166.87.163,,d18a9afee8da,
cowrie.session.file_download.failed,2021-02-12 17:26:44.768678+00:00,188.166.87.163,,31f0d09e5673,
cowrie.session.file_download.failed,2021-02-12 17:27:37.885274+00:00,188.166.87.163,,31f0d09e5673,
cowrie.session.file_download.failed,2021-02-12 17:27:37.889280+00:00,188.166.87.163,,c16ad60c9f85,
cowrie.session.file_download.failed,2021-02-12 17:28:30.845820+00:00,188.166.87.163,,c16ad60c9f85,
cowrie.session.closed,2021-02-12 17:28:30.852752+00:00,188.166.87.163,,e7f188b23084,304.1350607872009
cowrie.client.kex,2021-02-12 17:28:30.853821+00:00,188.166.87.163,,6ad582b4465c,
cowrie.session.connect,2021-02-12 17:28:30.881701+00:00,188.166.87.163,155.232.195.82,666ce7d9215e,
cowrie.session.connect,2021-02-12 17:28:30.883119+00:00,188.166.87.163,155.232.195.82,da677547e211,
cowrie.session.connect,2021-02-12 17:28:30.886164+00:00,188.166.87.163,155.232.195.82,625f5ff13fa0,
cowrie.session.closed,2021-02-12 17:28:30.887541+00:00,188.166.87.163,,c71cc8c26021,304.17429208755493
cowrie.session.closed,2021-02-12 17:28:30.888548+00:00,188.166.87.163,,31f0d09e5673,304.1776304244995
cowrie.session.closed,2021-02-12 17:28:30.889544+00:00,188.166.87.163,,f83332da4639,304.177405834198
cowrie.session.closed,2021-02-12 17:28:30.890521+00:00,188.166.87.163,,d18a9afee8da,304.1761612892151
cowrie.session.closed,2021-02-12 17:28:30.891507+00:00,188.166.87.163,,d3fbf86aaadc,304.1749212741852
cowrie.session.closed,2021-02-12 17:28:30.892494+00:00,188.166.87.163,,1cb6a4534450,297.6376657485962
cowrie.session.closed,2021-02-12 17:28:30.893471+00:00,188.166.87.163,,c16ad60c9f85,304.1780061721802
cowrie.session.closed,2021-02-12 17:28:30.896793+00:00,188.166.87.163,,6ad582b4465c,288.99653816223145
cowrie.client.version,2021-02-12 17:28:30.897542+00:00,188.166.87.163,,666ce7d9215e,
cowrie.client.version,2021-02-12 17:28:30.898357+00:00,188.166.87.163,,da677547e211,
cowrie.client.version,2021-02-12 17:28:30.899616+00:00,188.166.87.163,,625f5ff13fa0,
cowrie.session.closed,2021-02-12 17:28:30.900693+00:00,188.166.87.163,,666ce7d9215e,0.017837047576904002
cowrie.session.closed,2021-02-12 17:28:30.901594+00:00,188.166.87.163,,da677547e211,0.015671491622924
cowrie.session.closed,2021-02-12 17:28:30.902936+00:00,188.166.87.163,,625f5ff13fa0,0.015837669372558
cowrie.session.connect,2021-02-12 17:29:45.956400+00:00,157.230.163.6,155.232.195.83,adf663f3ee35,
cowrie.session.closed,2021-02-12 17:29:47.486415+00:00,157.230.163.6,,adf663f3ee35,1.528411149978637
cowrie.session.connect,2021-02-12 17:30:31.550429+00:00,157.230.163.6,155.232.195.82,b5a9fe42ea03,
cowrie.session.closed,2021-02-12 17:30:32.757028+00:00,157.230.163.6,,b5a9fe42ea03,1.20494794845581
cowrie.session.connect,2021-02-12 17:44:26.720752+00:00,221.181.185.198,155.232.195.83,6288edd1cafe,
cowrie.client.version,2021-02-12 17:44:26.721978+00:00,221.181.185.198,,6288edd1cafe,
cowrie.client.kex,2021-02-12 17:44:27.654708+00:00,221.181.185.198,,6288edd1cafe,
cowrie.session.connect,2021-02-12 17:44:27.691875+00:00,221.181.185.198,155.232.195.82,bad17645a407,
cowrie.client.version,2021-02-12 17:44:27.693465+00:00,221.181.185.198,,bad17645a407,
cowrie.client.kex,2021-02-12 17:44:28.649792+00:00,221.181.185.198,,bad17645a407,
cowrie.session.closed,2021-02-12 17:44:31.909370+00:00,221.181.185.198,,6288edd1cafe,5.187497615814209
cowrie.session.closed,2021-02-12 17:44:35.396976+00:00,221.181.185.198,,bad17645a407,7.703606128692627
cowrie.session.connect,2021-02-12 17:53:56.141630+00:00,64.225.100.21,155.232.195.82,b695b6b32b49,
cowrie.session.closed,2021-02-12 17:53:56.345699+00:00,64.225.100.21,,b695b6b32b49,0.202977657318115
cowrie.session.connect,2021-02-12 17:53:58.892402+00:00,64.225.100.21,155.232.195.82,2a45fd4e4629,
cowrie.client.version,2021-02-12 17:53:58.894069+00:00,64.225.100.21,,2a45fd4e4629,
cowrie.client.kex,2021-02-12 17:53:59.089592+00:00,64.225.100.21,,2a45fd4e4629,
cowrie.login.failed,2021-02-12 17:53:59.909253+00:00,64.225.100.21,,2a45fd4e4629,
cowrie.session.closed,2021-02-12 17:54:01.109472+00:00,64.225.100.21,,2a45fd4e4629,2.215511322021484
cowrie.session.connect,2021-02-12 17:54:13.440787+00:00,64.225.100.21,155.232.195.82,65039bbcab3f,
cowrie.client.version,2021-02-12 17:54:13.442532+00:00,64.225.100.21,,65039bbcab3f,
cowrie.client.kex,2021-02-12 17:54:13.644455+00:00,64.225.100.21,,65039bbcab3f,
cowrie.login.failed,2021-02-12 17:54:14.474062+00:00,64.225.100.21,,65039bbcab3f,
cowrie.session.closed,2021-02-12 17:54:15.679407+00:00,64.225.100.21,,65039bbcab3f,2.237015724182129
cowrie.session.connect,2021-02-12 17:54:28.311283+00:00,64.225.100.21,155.232.195.82,9ec90d18fa8d,
cowrie.client.version,2021-02-12 17:54:28.314945+00:00,64.225.100.21,,9ec90d18fa8d,
cowrie.client.kex,2021-02-12 17:54:28.508159+00:00,64.225.100.21,,9ec90d18fa8d,
cowrie.login.success,2021-02-12 17:54:29.307341+00:00,64.225.100.21,,9ec90d18fa8d,
cowrie.session.params,2021-02-12 17:54:29.741987+00:00,64.225.100.21,,9ec90d18fa8d,
cowrie.command.input,2021-02-12 17:54:29.742872+00:00,64.225.100.21,,9ec90d18fa8d,
cowrie.session.file_download,2021-02-12 17:54:30.117906+00:00,64.225.100.21,,9ec90d18fa8d,
cowrie.session.file_download,2021-02-12 17:54:30.490713+00:00,64.225.100.21,,9ec90d18fa8d,
cowrie.session.file_download.failed,2021-02-12 17:55:20.727136+00:00,64.225.100.21,,9ec90d18fa8d,
cowrie.session.connect,2021-02-12 17:55:20.730923+00:00,64.225.100.21,155.232.195.82,4feb1411beac,
cowrie.session.connect,2021-02-12 17:55:20.732604+00:00,64.225.100.21,155.232.195.82,65a9d7d4f1f8,
cowrie.session.connect,2021-02-12 17:55:20.734071+00:00,64.225.100.21,155.232.195.82,ebcf4b91b532,
cowrie.client.version,2021-02-12 17:55:20.735340+00:00,64.225.100.21,,4feb1411beac,
cowrie.client.version,2021-02-12 17:55:20.736435+00:00,64.225.100.21,,65a9d7d4f1f8,
cowrie.client.version,2021-02-12 17:55:20.737337+00:00,64.225.100.21,,ebcf4b91b532,
cowrie.client.kex,2021-02-12 17:55:20.931372+00:00,64.225.100.21,,4feb1411beac,
cowrie.client.kex,2021-02-12 17:55:20.938462+00:00,64.225.100.21,,65a9d7d4f1f8,
cowrie.client.kex,2021-02-12 17:55:20.945451+00:00,64.225.100.21,,ebcf4b91b532,
cowrie.session.closed,2021-02-12 17:55:21.056196+00:00,64.225.100.21,,9ec90d18fa8d,52.74336886405945
cowrie.login.success,2021-02-12 17:55:21.705860+00:00,64.225.100.21,,4feb1411beac,
cowrie.login.success,2021-02-12 17:55:21.748912+00:00,64.225.100.21,,65a9d7d4f1f8,
cowrie.login.success,2021-02-12 17:55:21.776819+00:00,64.225.100.21,,ebcf4b91b532,
cowrie.session.params,2021-02-12 17:55:22.939604+00:00,64.225.100.21,,4feb1411beac,
cowrie.command.input,2021-02-12 17:55:22.940480+00:00,64.225.100.21,,4feb1411beac,
cowrie.session.params,2021-02-12 17:55:23.028977+00:00,64.225.100.21,,65a9d7d4f1f8,
cowrie.command.input,2021-02-12 17:55:23.029827+00:00,64.225.100.21,,65a9d7d4f1f8,
cowrie.session.params,2021-02-12 17:55:23.060863+00:00,64.225.100.21,,ebcf4b91b532,
cowrie.command.input,2021-02-12 17:55:23.061714+00:00,64.225.100.21,,ebcf4b91b532,
cowrie.session.file_download,2021-02-12 17:55:23.312241+00:00,64.225.100.21,,4feb1411beac,
cowrie.session.file_download,2021-02-12 17:55:23.435346+00:00,64.225.100.21,,ebcf4b91b532,
cowrie.session.file_download,2021-02-12 17:55:23.439531+00:00,64.225.100.21,,65a9d7d4f1f8,
cowrie.session.file_download,2021-02-12 17:55:23.686527+00:00,64.225.100.21,,4feb1411beac,
cowrie.session.file_download.failed,2021-02-12 17:56:13.926537+00:00,64.225.100.21,,4feb1411beac,
cowrie.session.connect,2021-02-12 17:56:13.931945+00:00,64.225.100.21,155.232.195.82,d08bc54e25ab,
cowrie.session.connect,2021-02-12 17:56:13.933428+00:00,64.225.100.21,155.232.195.82,9becd2edfa56,
cowrie.session.connect,2021-02-12 17:56:13.934899+00:00,64.225.100.21,155.232.195.82,f79525b356de,
cowrie.session.file_download,2021-02-12 17:56:13.936363+00:00,64.225.100.21,,ebcf4b91b532,
cowrie.session.file_download.failed,2021-02-12 17:57:04.164372+00:00,64.225.100.21,,ebcf4b91b532,
cowrie.session.file_download,2021-02-12 17:57:04.167594+00:00,64.225.100.21,,65a9d7d4f1f8,
cowrie.session.file_download.failed,2021-02-12 17:57:54.407310+00:00,64.225.100.21,,65a9d7d4f1f8,
cowrie.session.connect,2021-02-12 17:57:54.410040+00:00,64.225.100.21,155.232.195.82,c1a8e543c8de,
cowrie.session.connect,2021-02-12 17:57:54.411341+00:00,64.225.100.21,155.232.195.82,831e09a89b9b,
cowrie.session.connect,2021-02-12 17:57:54.412588+00:00,64.225.100.21,155.232.195.82,5d0c34f593dd,
cowrie.session.connect,2021-02-12 17:57:54.413819+00:00,64.225.100.21,155.232.195.82,2d15bc3b81bf,
cowrie.session.connect,2021-02-12 17:57:54.415068+00:00,64.225.100.21,155.232.195.82,0da36a409b16,
cowrie.session.connect,2021-02-12 17:57:54.416343+00:00,64.225.100.21,155.232.195.82,35f230741a47,
cowrie.session.connect,2021-02-12 17:57:54.417573+00:00,64.225.100.21,155.232.195.82,fde8bd71451a,
cowrie.session.connect,2021-02-12 17:57:54.418815+00:00,64.225.100.21,155.232.195.82,fcc9112cbf95,
cowrie.client.version,2021-02-12 17:57:54.420056+00:00,64.225.100.21,,d08bc54e25ab,
cowrie.client.version,2021-02-12 17:57:54.420872+00:00,64.225.100.21,,9becd2edfa56,
cowrie.client.version,2021-02-12 17:57:54.421657+00:00,64.225.100.21,,f79525b356de,
cowrie.client.version,2021-02-12 17:57:54.422949+00:00,64.225.100.21,,c1a8e543c8de,
cowrie.client.version,2021-02-12 17:57:54.423729+00:00,64.225.100.21,,831e09a89b9b,
cowrie.client.version,2021-02-12 17:57:54.424523+00:00,64.225.100.21,,5d0c34f593dd,
cowrie.client.version,2021-02-12 17:57:54.425301+00:00,64.225.100.21,,2d15bc3b81bf,
cowrie.client.version,2021-02-12 17:57:54.426076+00:00,64.225.100.21,,0da36a409b16,
cowrie.client.version,2021-02-12 17:57:54.426861+00:00,64.225.100.21,,35f230741a47,
cowrie.client.version,2021-02-12 17:57:54.427660+00:00,64.225.100.21,,fde8bd71451a,
cowrie.client.version,2021-02-12 17:57:54.428448+00:00,64.225.100.21,,fcc9112cbf95,
cowrie.session.closed,2021-02-12 17:57:54.429492+00:00,64.225.100.21,,4feb1411beac,153.6971673965454
cowrie.client.kex,2021-02-12 17:57:54.612782+00:00,64.225.100.21,,f79525b356de,
cowrie.client.kex,2021-02-12 17:57:54.618950+00:00,64.225.100.21,,9becd2edfa56,
cowrie.client.kex,2021-02-12 17:57:54.622068+00:00,64.225.100.21,,c1a8e543c8de,
cowrie.client.kex,2021-02-12 17:57:54.625297+00:00,64.225.100.21,,fde8bd71451a,
cowrie.client.kex,2021-02-12 17:57:54.627924+00:00,64.225.100.21,,fcc9112cbf95,
cowrie.client.kex,2021-02-12 17:57:54.630560+00:00,64.225.100.21,,d08bc54e25ab,
cowrie.client.kex,2021-02-12 17:57:54.632967+00:00,64.225.100.21,,831e09a89b9b,
cowrie.client.kex,2021-02-12 17:57:54.635001+00:00,64.225.100.21,,0da36a409b16,
cowrie.client.kex,2021-02-12 17:57:54.637034+00:00,64.225.100.21,,5d0c34f593dd,
cowrie.client.kex,2021-02-12 17:57:54.639053+00:00,64.225.100.21,,2d15bc3b81bf,
cowrie.client.kex,2021-02-12 17:57:54.643696+00:00,64.225.100.21,,35f230741a47,
cowrie.session.closed,2021-02-12 17:57:54.648143+00:00,64.225.100.21,,65a9d7d4f1f8,153.91431999206543
cowrie.session.closed,2021-02-12 17:57:54.649653+00:00,64.225.100.21,,ebcf4b91b532,153.91443300247192
cowrie.login.success,2021-02-12 17:57:55.381949+00:00,64.225.100.21,,f79525b356de,
cowrie.login.success,2021-02-12 17:57:55.475107+00:00,64.225.100.21,,fcc9112cbf95,
cowrie.login.success,2021-02-12 17:57:55.478079+00:00,64.225.100.21,,fde8bd71451a,
cowrie.login.success,2021-02-12 17:57:55.480982+00:00,64.225.100.21,,9becd2edfa56,
cowrie.login.success,2021-02-12 17:57:55.483842+00:00,64.225.100.21,,c1a8e543c8de,
cowrie.login.success,2021-02-12 17:57:55.599836+00:00,64.225.100.21,,d08bc54e25ab,
cowrie.login.success,2021-02-12 17:57:55.608573+00:00,64.225.100.21,,2d15bc3b81bf,
cowrie.login.success,2021-02-12 17:57:55.611461+00:00,64.225.100.21,,831e09a89b9b,
cowrie.login.success,2021-02-12 17:57:55.614305+00:00,64.225.100.21,,5d0c34f593dd,
cowrie.login.success,2021-02-12 17:57:55.616345+00:00,64.225.100.21,,0da36a409b16,
cowrie.login.success,2021-02-12 17:57:55.618527+00:00,64.225.100.21,,35f230741a47,
cowrie.session.params,2021-02-12 17:57:55.923105+00:00,64.225.100.21,,f79525b356de,
cowrie.command.input,2021-02-12 17:57:55.924087+00:00,64.225.100.21,,f79525b356de,
cowrie.session.params,2021-02-12 17:57:55.956983+00:00,64.225.100.21,,fcc9112cbf95,
cowrie.command.input,2021-02-12 17:57:55.957838+00:00,64.225.100.21,,fcc9112cbf95,
cowrie.session.params,2021-02-12 17:57:56.056770+00:00,64.225.100.21,,fde8bd71451a,
cowrie.command.input,2021-02-12 17:57:56.057628+00:00,64.225.100.21,,fde8bd71451a,
cowrie.session.params,2021-02-12 17:57:56.184402+00:00,64.225.100.21,,9becd2edfa56,
cowrie.command.input,2021-02-12 17:57:56.185296+00:00,64.225.100.21,,9becd2edfa56,
