eventid,timestamp,src_ip,dst_ip,session,duration
cowrie.session.closed,2021-02-12 14:03:45.634288+00:00,110.93.246.222,,63bdd31ecaa7,4.45339298248291
cowrie.session.connect,2021-02-12 14:03:45.889053+00:00,110.93.246.222,155.232.195.83,10838c34c2de,
cowrie.session.connect,2021-02-12 14:03:46.037510+00:00,110.93.246.222,155.232.195.83,8ea0d5ae82df,
cowrie.client.version,2021-02-12 14:03:46.265885+00:00,110.93.246.222,,10838c34c2de,
cowrie.client.version,2021-02-12 14:03:46.417859+00:00,110.93.246.222,,8ea0d5ae82df,
cowrie.client.kex,2021-02-12 14:03:46.639560+00:00,110.93.246.222,,10838c34c2de,
cowrie.client.kex,2021-02-12 14:03:46.790012+00:00,110.93.246.222,,8ea0d5ae82df,
cowrie.login.success,2021-02-12 14:03:48.546428+00:00,110.93.246.222,,10838c34c2de,
cowrie.login.success,2021-02-12 14:03:48.668838+00:00,110.93.246.222,,8ea0d5ae82df,
cowrie.client.var,2021-02-12 14:03:49.297103+00:00,110.93.246.222,,10838c34c2de,
cowrie.session.params,2021-02-12 14:03:49.432937+00:00,110.93.246.222,,10838c34c2de,
cowrie.command.input,2021-02-12 14:03:49.433786+00:00,110.93.246.222,,10838c34c2de,
cowrie.command.input,2021-02-12 14:03:49.435241+00:00,110.93.246.222,,10838c34c2de,
cowrie.command.failed,2021-02-12 14:03:49.436018+00:00,110.93.246.222,,10838c34c2de,
cowrie.log.closed,2021-02-12 14:03:49.437758+00:00,110.93.246.222,,10838c34c2de,0.004982233047485
cowrie.client.var,2021-02-12 14:03:49.438950+00:00,110.93.246.222,,8ea0d5ae82df,
cowrie.session.params,2021-02-12 14:03:49.467883+00:00,110.93.246.222,,8ea0d5ae82df,
cowrie.command.input,2021-02-12 14:03:49.468755+00:00,110.93.246.222,,8ea0d5ae82df,
cowrie.command.input,2021-02-12 14:03:49.470187+00:00,110.93.246.222,,8ea0d5ae82df,
cowrie.command.failed,2021-02-12 14:03:49.470942+00:00,110.93.246.222,,8ea0d5ae82df,
cowrie.log.closed,2021-02-12 14:03:49.472632+00:00,110.93.246.222,,8ea0d5ae82df,0.004937171936035
cowrie.session.closed,2021-02-12 14:03:49.815741+00:00,110.93.246.222,,10838c34c2de,3.925646543502807
cowrie.session.closed,2021-02-12 14:03:49.846224+00:00,110.93.246.222,,8ea0d5ae82df,3.807698965072632
cowrie.session.connect,2021-02-12 14:18:30.304249+00:00,178.48.207.55,155.232.195.82,f913c39d07dd,
cowrie.session.closed,2021-02-12 14:18:30.306248+00:00,178.48.207.55,,f913c39d07dd,0.000402927398681
cowrie.session.connect,2021-02-12 14:18:30.308230+00:00,178.48.207.55,155.232.195.83,0712200207c8,
cowrie.session.closed,2021-02-12 14:18:30.309947+00:00,178.48.207.55,,0712200207c8,0.00028920173645000005
cowrie.session.connect,2021-02-12 14:18:34.015227+00:00,178.48.207.55,155.232.195.83,5bf2a19bc56e,
cowrie.client.version,2021-02-12 14:18:34.018681+00:00,178.48.207.55,,5bf2a19bc56e,
cowrie.session.connect,2021-02-12 14:18:34.033597+00:00,178.48.207.55,155.232.195.82,7f0292382971,
cowrie.client.version,2021-02-12 14:18:34.037805+00:00,178.48.207.55,,7f0292382971,
cowrie.client.kex,2021-02-12 14:18:34.258265+00:00,178.48.207.55,,5bf2a19bc56e,
cowrie.client.kex,2021-02-12 14:18:34.260595+00:00,178.48.207.55,,7f0292382971,
cowrie.login.success,2021-02-12 14:18:35.142549+00:00,178.48.207.55,,5bf2a19bc56e,
cowrie.login.success,2021-02-12 14:18:35.147542+00:00,178.48.207.55,,7f0292382971,
cowrie.session.params,2021-02-12 14:18:35.692809+00:00,178.48.207.55,,5bf2a19bc56e,
cowrie.command.input,2021-02-12 14:18:35.693668+00:00,178.48.207.55,,5bf2a19bc56e,
cowrie.command.failed,2021-02-12 14:18:35.694780+00:00,178.48.207.55,,5bf2a19bc56e,
cowrie.session.params,2021-02-12 14:18:35.724228+00:00,178.48.207.55,,7f0292382971,
cowrie.command.input,2021-02-12 14:18:35.725172+00:00,178.48.207.55,,7f0292382971,
cowrie.command.failed,2021-02-12 14:18:35.726292+00:00,178.48.207.55,,7f0292382971,
cowrie.log.closed,2021-02-12 14:18:35.910894+00:00,178.48.207.55,,5bf2a19bc56e,0.21826052665710402
cowrie.log.closed,2021-02-12 14:18:35.942691+00:00,178.48.207.55,,7f0292382971,0.21865034103393502
cowrie.session.closed,2021-02-12 14:18:36.141759+00:00,178.48.207.55,,5bf2a19bc56e,2.12541913986206
cowrie.session.closed,2021-02-12 14:18:36.163672+00:00,178.48.207.55,,7f0292382971,2.128963232040405
cowrie.session.connect,2021-02-12 16:17:13.609437+00:00,171.240.202.57,155.232.195.82,855c33a884db,
cowrie.client.version,2021-02-12 16:17:13.611160+00:00,171.240.202.57,,855c33a884db,
cowrie.client.kex,2021-02-12 16:17:13.990150+00:00,171.240.202.57,,855c33a884db,
cowrie.login.success,2021-02-12 16:17:15.170212+00:00,171.240.202.57,,855c33a884db,
cowrie.direct-tcpip.request,2021-02-12 16:17:15.560429+00:00,171.240.202.57,208.95.112.1,855c33a884db,
cowrie.direct-tcpip.data,2021-02-12 16:17:15.989634+00:00,171.240.202.57,208.95.112.1,855c33a884db,
cowrie.session.closed,2021-02-12 16:17:16.369662+00:00,171.240.202.57,,855c33a884db,2.758644819259643
cowrie.session.connect,2021-02-12 16:17:23.881985+00:00,116.98.170.70,155.232.195.82,ccdecccb1271,
cowrie.client.version,2021-02-12 16:17:23.883629+00:00,116.98.170.70,,ccdecccb1271,
cowrie.client.kex,2021-02-12 16:17:24.307652+00:00,116.98.170.70,,ccdecccb1271,
cowrie.login.success,2021-02-12 16:17:25.685164+00:00,116.98.170.70,,ccdecccb1271,
cowrie.direct-tcpip.request,2021-02-12 16:17:26.080309+00:00,116.98.170.70,208.95.112.1,ccdecccb1271,
cowrie.direct-tcpip.data,2021-02-12 16:17:26.474842+00:00,116.98.170.70,208.95.112.1,ccdecccb1271,
cowrie.session.closed,2021-02-12 16:17:26.893458+00:00,116.98.170.70,,ccdecccb1271,3.009935855865478
cowrie.session.connect,2021-02-12 16:17:33.087549+00:00,171.240.202.57,155.232.195.82,aeb6ba3ff587,
cowrie.client.version,2021-02-12 16:17:33.174731+00:00,171.240.202.57,,aeb6ba3ff587,
cowrie.client.kex,2021-02-12 16:17:33.537684+00:00,171.240.202.57,,aeb6ba3ff587,
cowrie.login.success,2021-02-12 16:17:35.081491+00:00,171.240.202.57,,aeb6ba3ff587,
cowrie.direct-tcpip.request,2021-02-12 16:17:35.495729+00:00,171.240.202.57,208.95.112.1,aeb6ba3ff587,
cowrie.direct-tcpip.data,2021-02-12 16:17:35.887731+00:00,171.240.202.57,208.95.112.1,aeb6ba3ff587,
cowrie.session.closed,2021-02-12 16:17:36.297594+00:00,171.240.202.57,,aeb6ba3ff587,3.208508491516113
cowrie.session.connect,2021-02-12 16:17:48.529906+00:00,116.98.170.70,155.232.195.82,2fe20a7b3193,
cowrie.client.version,2021-02-12 16:17:48.536266+00:00,116.98.170.70,,2fe20a7b3193,
cowrie.client.kex,2021-02-12 16:17:48.942456+00:00,116.98.170.70,,2fe20a7b3193,
cowrie.login.success,2021-02-12 16:17:50.165321+00:00,116.98.170.70,,2fe20a7b3193,
cowrie.direct-tcpip.request,2021-02-12 16:17:50.572108+00:00,116.98.170.70,208.95.112.1,2fe20a7b3193,
cowrie.direct-tcpip.data,2021-02-12 16:17:50.962871+00:00,116.98.170.70,208.95.112.1,2fe20a7b3193,
cowrie.session.closed,2021-02-12 16:17:51.364177+00:00,116.98.170.70,,2fe20a7b3193,2.828033447265625
cowrie.session.connect,2021-02-12 16:17:54.637424+00:00,171.240.202.57,155.232.195.82,1c26cdd135f5,
cowrie.client.version,2021-02-12 16:17:54.679299+00:00,171.240.202.57,,1c26cdd135f5,
cowrie.client.kex,2021-02-12 16:17:55.039500+00:00,171.240.202.57,,1c26cdd135f5,
cowrie.login.success,2021-02-12 16:17:56.770167+00:00,171.240.202.57,,1c26cdd135f5,
cowrie.direct-tcpip.request,2021-02-12 16:17:57.151134+00:00,171.240.202.57,208.95.112.1,1c26cdd135f5,
cowrie.direct-tcpip.data,2021-02-12 16:17:57.528794+00:00,171.240.202.57,208.95.112.1,1c26cdd135f5,
cowrie.session.closed,2021-02-12 16:17:57.907452+00:00,171.240.202.57,,1c26cdd135f5,3.268479824066162
cowrie.session.connect,2021-02-12 16:18:00.982539+00:00,171.240.202.57,155.232.195.82,3b5faf7ca6dc,
cowrie.client.version,2021-02-12 16:18:00.984218+00:00,171.240.202.57,,3b5faf7ca6dc,
cowrie.client.kex,2021-02-12 16:18:01.364303+00:00,171.240.202.57,,3b5faf7ca6dc,
cowrie.login.success,2021-02-12 16:18:02.688071+00:00,171.240.202.57,,3b5faf7ca6dc,
cowrie.direct-tcpip.request,2021-02-12 16:18:03.090926+00:00,171.240.202.57,208.95.112.1,3b5faf7ca6dc,
cowrie.direct-tcpip.data,2021-02-12 16:18:03.824981+00:00,171.240.202.57,208.95.112.1,3b5faf7ca6dc,
cowrie.session.closed,2021-02-12 16:18:04.295360+00:00,171.240.202.57,,3b5faf7ca6dc,3.311253070831299
cowrie.session.connect,2021-02-12 16:18:13.601238+00:00,209.141.43.49,155.232.195.83,95cbd2cde23d,
cowrie.session.closed,2021-02-12 16:18:13.922409+00:00,209.141.43.49,,95cbd2cde23d,0.31964635848999
cowrie.session.connect,2021-02-12 16:18:38.174103+00:00,116.98.170.70,155.232.195.82,51f61593ed50,
cowrie.client.version,2021-02-12 16:18:38.293286+00:00,116.98.170.70,,51f61593ed50,
cowrie.client.kex,2021-02-12 16:18:38.694985+00:00,116.98.170.70,,51f61593ed50,
cowrie.login.success,2021-02-12 16:18:40.217915+00:00,116.98.170.70,,51f61593ed50,
cowrie.direct-tcpip.request,2021-02-12 16:18:40.619594+00:00,116.98.170.70,208.95.112.1,51f61593ed50,
cowrie.direct-tcpip.data,2021-02-12 16:18:41.124601+00:00,116.98.170.70,208.95.112.1,51f61593ed50,
cowrie.session.connect,2021-02-12 16:18:41.461914+00:00,171.240.202.57,155.232.195.82,2cab131cb336,
cowrie.client.version,2021-02-12 16:18:41.463072+00:00,171.240.202.57,,2cab131cb336,
cowrie.session.closed,2021-02-12 16:18:41.726938+00:00,116.98.170.70,,51f61593ed50,3.5517396926879883
cowrie.client.kex,2021-02-12 16:18:41.853535+00:00,171.240.202.57,,2cab131cb336,
cowrie.login.success,2021-02-12 16:18:43.033527+00:00,171.240.202.57,,2cab131cb336,
cowrie.direct-tcpip.request,2021-02-12 16:18:43.440396+00:00,171.240.202.57,208.95.112.1,2cab131cb336,
cowrie.direct-tcpip.data,2021-02-12 16:18:43.830262+00:00,171.240.202.57,208.95.112.1,2cab131cb336,
cowrie.session.closed,2021-02-12 16:18:44.328095+00:00,171.240.202.57,,2cab131cb336,2.865129947662353
cowrie.session.connect,2021-02-12 16:19:44.945371+00:00,206.189.111.9,155.232.195.83,0c1013f46494,
cowrie.session.connect,2021-02-12 16:19:44.959631+00:00,206.189.111.9,155.232.195.82,2c4a332ecaa8,
cowrie.session.closed,2021-02-12 16:19:45.130177+00:00,206.189.111.9,,0c1013f46494,0.18191766738891602
cowrie.session.closed,2021-02-12 16:19:45.143775+00:00,206.189.111.9,,2c4a332ecaa8,0.183116436004638
cowrie.session.connect,2021-02-12 16:25:54.253922+00:00,171.240.202.57,155.232.195.83,6d6f32200905,
cowrie.client.version,2021-02-12 16:25:54.255620+00:00,171.240.202.57,,6d6f32200905,
cowrie.client.kex,2021-02-12 16:25:54.639027+00:00,171.240.202.57,,6d6f32200905,
cowrie.login.success,2021-02-12 16:25:55.817940+00:00,171.240.202.57,,6d6f32200905,
cowrie.direct-tcpip.request,2021-02-12 16:25:56.226246+00:00,171.240.202.57,208.95.112.1,6d6f32200905,
cowrie.direct-tcpip.data,2021-02-12 16:25:56.613114+00:00,171.240.202.57,208.95.112.1,6d6f32200905,
cowrie.session.closed,2021-02-12 16:25:57.054672+00:00,171.240.202.57,,6d6f32200905,2.799158811569214
cowrie.session.connect,2021-02-12 16:26:11.329386+00:00,116.98.170.70,155.232.195.83,c6b6924522db,
cowrie.client.version,2021-02-12 16:26:11.342122+00:00,116.98.170.70,,c6b6924522db,
cowrie.client.kex,2021-02-12 16:26:11.797284+00:00,116.98.170.70,,c6b6924522db,
cowrie.login.success,2021-02-12 16:26:13.958013+00:00,116.98.170.70,,c6b6924522db,
cowrie.direct-tcpip.request,2021-02-12 16:26:14.369466+00:00,116.98.170.70,208.95.112.1,c6b6924522db,
cowrie.session.connect,2021-02-12 16:26:14.644474+00:00,116.98.170.70,155.232.195.83,d0777a2d8ade,
cowrie.client.version,2021-02-12 16:26:14.646098+00:00,116.98.170.70,,d0777a2d8ade,
cowrie.direct-tcpip.data,2021-02-12 16:26:14.758989+00:00,116.98.170.70,208.95.112.1,c6b6924522db,
cowrie.client.kex,2021-02-12 16:26:15.029714+00:00,116.98.170.70,,d0777a2d8ade,
cowrie.session.closed,2021-02-12 16:26:15.149613+00:00,116.98.170.70,,c6b6924522db,3.818703174591064
cowrie.login.success,2021-02-12 16:26:16.272532+00:00,116.98.170.70,,d0777a2d8ade,
cowrie.direct-tcpip.request,2021-02-12 16:26:16.871414+00:00,116.98.170.70,208.95.112.1,d0777a2d8ade,
cowrie.direct-tcpip.data,2021-02-12 16:26:17.255817+00:00,116.98.170.70,208.95.112.1,d0777a2d8ade,
cowrie.session.closed,2021-02-12 16:26:17.846346+00:00,116.98.170.70,,d0777a2d8ade,3.200356245040893
cowrie.session.connect,2021-02-12 16:26:49.865218+00:00,171.240.202.57,155.232.195.83,5466738c8ecf,
cowrie.client.version,2021-02-12 16:26:49.877433+00:00,171.240.202.57,,5466738c8ecf,
cowrie.client.kex,2021-02-12 16:26:50.274452+00:00,171.240.202.57,,5466738c8ecf,
cowrie.session.connect,2021-02-12 16:26:51.224658+00:00,171.240.202.57,155.232.195.83,eb5ab357360b,
cowrie.client.version,2021-02-12 16:26:51.242025+00:00,171.240.202.57,,eb5ab357360b,
cowrie.client.kex,2021-02-12 16:26:51.671264+00:00,171.240.202.57,,eb5ab357360b,
cowrie.login.success,2021-02-12 16:26:52.089350+00:00,171.240.202.57,,5466738c8ecf,
cowrie.direct-tcpip.request,2021-02-12 16:26:52.470200+00:00,171.240.202.57,208.95.112.1,5466738c8ecf,
cowrie.direct-tcpip.data,2021-02-12 16:26:52.853577+00:00,171.240.202.57,208.95.112.1,5466738c8ecf,
cowrie.login.success,2021-02-12 16:26:53.251948+00:00,171.240.202.57,,eb5ab357360b,
cowrie.session.closed,2021-02-12 16:26:53.314211+00:00,171.240.202.57,,5466738c8ecf,3.447429895401001
cowrie.direct-tcpip.request,2021-02-12 16:26:53.646473+00:00,171.240.202.57,208.95.112.1,eb5ab357360b,
cowrie.direct-tcpip.data,2021-02-12 16:26:54.055081+00:00,171.240.202.57,208.95.112.1,eb5ab357360b,
cowrie.session.closed,2021-02-12 16:26:54.430645+00:00,171.240.202.57,,eb5ab357360b,3.204465389251709
cowrie.session.connect,2021-02-12 16:27:07.058147+00:00,171.240.202.57,155.232.195.83,6dbf696052b3,
cowrie.client.version,2021-02-12 16:27:07.112256+00:00,171.240.202.57,,6dbf696052b3,
cowrie.client.kex,2021-02-12 16:27:07.448407+00:00,171.240.202.57,,6dbf696052b3,
cowrie.login.success,2021-02-12 16:27:09.388085+00:00,171.240.202.57,,6dbf696052b3,
cowrie.direct-tcpip.request,2021-02-12 16:27:09.788343+00:00,171.240.202.57,208.95.112.1,6dbf696052b3,
cowrie.direct-tcpip.data,2021-02-12 16:27:10.180023+00:00,171.240.202.57,208.95.112.1,6dbf696052b3,
cowrie.session.closed,2021-02-12 16:27:10.632569+00:00,171.240.202.57,,6dbf696052b3,3.572897911071777
cowrie.session.connect,2021-02-12 16:27:13.757472+00:00,116.98.170.70,155.232.195.83,39f7f0cf2f30,
cowrie.client.version,2021-02-12 16:27:13.759100+00:00,116.98.170.70,,39f7f0cf2f30,
cowrie.client.kex,2021-02-12 16:27:14.254001+00:00,116.98.170.70,,39f7f0cf2f30,
cowrie.login.success,2021-02-12 16:27:15.436668+00:00,116.98.170.70,,39f7f0cf2f30,
cowrie.direct-tcpip.request,2021-02-12 16:27:15.855663+00:00,116.98.170.70,208.95.112.1,39f7f0cf2f30,
cowrie.direct-tcpip.data,2021-02-12 16:27:16.252108+00:00,116.98.170.70,208.95.112.1,39f7f0cf2f30,
cowrie.session.closed,2021-02-12 16:27:16.644903+00:00,116.98.170.70,,39f7f0cf2f30,2.8859140872955322
cowrie.session.connect,2021-02-12 16:27:17.198621+00:00,171.240.202.57,155.232.195.83,eab7ad56c6c1,
cowrie.client.version,2021-02-12 16:27:17.209020+00:00,171.240.202.57,,eab7ad56c6c1,
cowrie.client.kex,2021-02-12 16:27:17.575745+00:00,171.240.202.57,,eab7ad56c6c1,
cowrie.login.success,2021-02-12 16:27:19.088713+00:00,171.240.202.57,,eab7ad56c6c1,
cowrie.direct-tcpip.request,2021-02-12 16:27:19.472476+00:00,171.240.202.57,208.95.112.1,eab7ad56c6c1,
cowrie.direct-tcpip.data,2021-02-12 16:27:19.850053+00:00,171.240.202.57,208.95.112.1,eab7ad56c6c1,
cowrie.session.closed,2021-02-12 16:27:20.228543+00:00,171.240.202.57,,eab7ad56c6c1,3.028362274169922
cowrie.session.connect,2021-02-12 16:44:39.107230+00:00,66.69.127.115,155.232.195.82,fe7f322b63d6,
cowrie.session.connect,2021-02-12 16:44:39.113331+00:00,66.69.127.115,155.232.195.82,1fda2a0309a0,
cowrie.client.version,2021-02-12 16:44:39.335796+00:00,66.69.127.115,,fe7f322b63d6,
cowrie.client.version,2021-02-12 16:44:39.340496+00:00,66.69.127.115,,1fda2a0309a0,
cowrie.client.kex,2021-02-12 16:44:39.564698+00:00,66.69.127.115,,fe7f322b63d6,
cowrie.client.kex,2021-02-12 16:44:39.570383+00:00,66.69.127.115,,1fda2a0309a0,
cowrie.login.success,2021-02-12 16:44:40.735165+00:00,66.69.127.115,,fe7f322b63d6,
cowrie.login.success,2021-02-12 16:44:40.740356+00:00,66.69.127.115,,1fda2a0309a0,
cowrie.client.var,2021-02-12 16:44:41.193479+00:00,66.69.127.115,,fe7f322b63d6,
cowrie.session.params,2021-02-12 16:44:41.237912+00:00,66.69.127.115,,fe7f322b63d6,
cowrie.command.input,2021-02-12 16:44:41.238762+00:00,66.69.127.115,,fe7f322b63d6,
cowrie.client.var,2021-02-12 16:44:41.241051+00:00,66.69.127.115,,1fda2a0309a0,
cowrie.session.params,2021-02-12 16:44:41.323411+00:00,66.69.127.115,,1fda2a0309a0,
cowrie.command.input,2021-02-12 16:44:41.324354+00:00,66.69.127.115,,1fda2a0309a0,
cowrie.session.file_download,2021-02-12 16:44:41.484830+00:00,66.69.127.115,,fe7f322b63d6,
cowrie.log.closed,2021-02-12 16:44:41.485900+00:00,66.69.127.115,,fe7f322b63d6,0.248154163360595
cowrie.session.file_download,2021-02-12 16:44:41.568949+00:00,66.69.127.115,,1fda2a0309a0,
cowrie.log.closed,2021-02-12 16:44:41.570351+00:00,66.69.127.115,,1fda2a0309a0,0.24711084365844702
cowrie.session.closed,2021-02-12 16:44:41.722757+00:00,66.69.127.115,,fe7f322b63d6,2.613934993743896
cowrie.session.closed,2021-02-12 16:44:41.808080+00:00,66.69.127.115,,1fda2a0309a0,2.6934974193573
cowrie.session.connect,2021-02-12 16:44:42.024391+00:00,66.69.127.115,155.232.195.82,26d0250149f2,
cowrie.session.connect,2021-02-12 16:44:42.110488+00:00,66.69.127.115,155.232.195.82,f0ad1b78244f,
cowrie.client.version,2021-02-12 16:44:42.255209+00:00,66.69.127.115,,26d0250149f2,
cowrie.client.version,2021-02-12 16:44:42.343130+00:00,66.69.127.115,,f0ad1b78244f,
cowrie.client.kex,2021-02-12 16:44:42.481579+00:00,66.69.127.115,,26d0250149f2,
cowrie.client.kex,2021-02-12 16:44:42.570286+00:00,66.69.127.115,,f0ad1b78244f,
cowrie.login.success,2021-02-12 16:44:43.637015+00:00,66.69.127.115,,26d0250149f2,
cowrie.login.success,2021-02-12 16:44:43.750993+00:00,66.69.127.115,,f0ad1b78244f,
cowrie.client.var,2021-02-12 16:44:44.095396+00:00,66.69.127.115,,26d0250149f2,
cowrie.session.params,2021-02-12 16:44:44.131707+00:00,66.69.127.115,,26d0250149f2,
cowrie.command.input,2021-02-12 16:44:44.132623+00:00,66.69.127.115,,26d0250149f2,
cowrie.command.input,2021-02-12 16:44:44.134052+00:00,66.69.127.115,,26d0250149f2,
cowrie.command.failed,2021-02-12 16:44:44.134825+00:00,66.69.127.115,,26d0250149f2,
cowrie.log.closed,2021-02-12 16:44:44.136590+00:00,66.69.127.115,,26d0250149f2,0.005055427551269
cowrie.client.var,2021-02-12 16:44:44.215843+00:00,66.69.127.115,,f0ad1b78244f,
cowrie.session.params,2021-02-12 16:44:44.360403+00:00,66.69.127.115,,f0ad1b78244f,
cowrie.command.input,2021-02-12 16:44:44.361254+00:00,66.69.127.115,,f0ad1b78244f,
cowrie.command.input,2021-02-12 16:44:44.362675+00:00,66.69.127.115,,f0ad1b78244f,
cowrie.command.failed,2021-02-12 16:44:44.363432+00:00,66.69.127.115,,f0ad1b78244f,
cowrie.log.closed,2021-02-12 16:44:44.365113+00:00,66.69.127.115,,f0ad1b78244f,0.004879951477050001
cowrie.session.closed,2021-02-12 16:44:44.366880+00:00,66.69.127.115,,26d0250149f2,2.34097671508789
cowrie.session.closed,2021-02-12 16:44:44.604707+00:00,66.69.127.115,,f0ad1b78244f,2.492746114730835
cowrie.session.connect,2021-02-12 16:45:08.133536+00:00,212.126.127.50,155.232.195.83,457497b357ab,
cowrie.session.closed,2021-02-12 16:45:08.449501+00:00,212.126.127.50,,457497b357ab,0.31445193290710405
cowrie.session.connect,2021-02-12 16:45:24.194539+00:00,212.126.127.50,155.232.195.82,9ce202dce7b0,
cowrie.session.closed,2021-02-12 16:45:24.509182+00:00,212.126.127.50,,9ce202dce7b0,0.31304526329040505
cowrie.session.connect,2021-02-12 16:52:28.504920+00:00,104.50.4.139,155.232.195.82,d91de89066ef,
cowrie.client.version,2021-02-12 16:52:28.806010+00:00,104.50.4.139,,d91de89066ef,
cowrie.session.closed,2021-02-12 16:52:29.118799+00:00,104.50.4.139,,d91de89066ef,0.6126525402069091
cowrie.session.connect,2021-02-12 16:56:15.108140+00:00,167.99.36.34,155.232.195.82,7e4a97bd8740,
cowrie.session.closed,2021-02-12 16:56:15.293585+00:00,167.99.36.34,,7e4a97bd8740,0.183884143829345
cowrie.session.connect,2021-02-12 16:56:24.983858+00:00,167.99.36.34,155.232.195.82,d6138496faf9,
cowrie.client.version,2021-02-12 16:56:24.985777+00:00,167.99.36.34,,d6138496faf9,
cowrie.client.kex,2021-02-12 16:56:25.169179+00:00,167.99.36.34,,d6138496faf9,
cowrie.login.failed,2021-02-12 16:56:25.967532+00:00,167.99.36.34,,d6138496faf9,
cowrie.session.closed,2021-02-12 16:56:27.157746+00:00,167.99.36.34,,d6138496faf9,2.172342777252197
cowrie.session.connect,2021-02-12 16:56:34.418833+00:00,167.99.36.34,155.232.195.82,7f63eb901bfe,
cowrie.client.version,2021-02-12 16:56:34.420514+00:00,167.99.36.34,,7f63eb901bfe,
cowrie.client.kex,2021-02-12 16:56:34.604367+00:00,167.99.36.34,,7f63eb901bfe,
cowrie.login.failed,2021-02-12 16:56:35.356925+00:00,167.99.36.34,,7f63eb901bfe,
cowrie.session.closed,2021-02-12 16:56:36.542029+00:00,167.99.36.34,,7f63eb901bfe,2.121649503707885
cowrie.session.connect,2021-02-12 16:56:43.480260+00:00,167.99.36.34,155.232.195.82,19e03c74d5c0,
cowrie.client.version,2021-02-12 16:56:43.481401+00:00,167.99.36.34,,19e03c74d5c0,
cowrie.client.kex,2021-02-12 16:56:43.667536+00:00,167.99.36.34,,19e03c74d5c0,
cowrie.login.success,2021-02-12 16:56:44.423589+00:00,167.99.36.34,,19e03c74d5c0,
cowrie.session.params,2021-02-12 16:56:44.929285+00:00,167.99.36.34,,19e03c74d5c0,
cowrie.command.input,2021-02-12 16:56:44.930127+00:00,167.99.36.34,,19e03c74d5c0,
cowrie.session.file_download,2021-02-12 16:56:45.305144+00:00,167.99.36.34,,19e03c74d5c0,
cowrie.session.file_download,2021-02-12 16:56:45.678053+00:00,167.99.36.34,,19e03c74d5c0,
cowrie.session.file_download.failed,2021-02-12 16:57:35.912169+00:00,167.99.36.34,,19e03c74d5c0,
cowrie.session.connect,2021-02-12 16:57:35.914712+00:00,167.99.36.34,155.232.195.82,1bca8300e310,
cowrie.session.connect,2021-02-12 16:57:35.915859+00:00,167.99.36.34,155.232.195.82,f62fa89d5606,
cowrie.session.connect,2021-02-12 16:57:35.916992+00:00,167.99.36.34,155.232.195.82,a57c269b10a0,
cowrie.session.connect,2021-02-12 16:57:35.918618+00:00,167.99.36.34,155.232.195.82,0d6030820f53,
cowrie.session.connect,2021-02-12 16:57:35.919745+00:00,167.99.36.34,155.232.195.82,e984d832fbc5,
cowrie.client.version,2021-02-12 16:57:35.920796+00:00,167.99.36.34,,1bca8300e310,
cowrie.client.version,2021-02-12 16:57:35.921892+00:00,167.99.36.34,,f62fa89d5606,
cowrie.client.version,2021-02-12 16:57:35.922687+00:00,167.99.36.34,,a57c269b10a0,
cowrie.client.version,2021-02-12 16:57:35.923480+00:00,167.99.36.34,,0d6030820f53,
cowrie.client.version,2021-02-12 16:57:35.924295+00:00,167.99.36.34,,e984d832fbc5,
cowrie.client.kex,2021-02-12 16:57:36.104588+00:00,167.99.36.34,,1bca8300e310,
cowrie.client.kex,2021-02-12 16:57:36.106899+00:00,167.99.36.34,,0d6030820f53,
cowrie.client.kex,2021-02-12 16:57:36.109597+00:00,167.99.36.34,,f62fa89d5606,
cowrie.client.kex,2021-02-12 16:57:36.111604+00:00,167.99.36.34,,e984d832fbc5,
cowrie.session.closed,2021-02-12 16:57:36.116735+00:00,167.99.36.34,,19e03c74d5c0,52.635413646698
cowrie.client.kex,2021-02-12 16:57:36.117552+00:00,167.99.36.34,,a57c269b10a0,
cowrie.login.success,2021-02-12 16:57:36.859730+00:00,167.99.36.34,,1bca8300e310,
cowrie.login.success,2021-02-12 16:57:36.930637+00:00,167.99.36.34,,0d6030820f53,
cowrie.login.success,2021-02-12 16:57:36.936034+00:00,167.99.36.34,,e984d832fbc5,
cowrie.login.success,2021-02-12 16:57:36.938906+00:00,167.99.36.34,,a57c269b10a0,
cowrie.login.success,2021-02-12 16:57:36.948431+00:00,167.99.36.34,,f62fa89d5606,
cowrie.session.params,2021-02-12 16:57:37.260152+00:00,167.99.36.34,,1bca8300e310,
cowrie.command.input,2021-02-12 16:57:37.261009+00:00,167.99.36.34,,1bca8300e310,
cowrie.session.params,2021-02-12 16:57:37.402312+00:00,167.99.36.34,,0d6030820f53,
cowrie.command.input,2021-02-12 16:57:37.403157+00:00,167.99.36.34,,0d6030820f53,
cowrie.session.params,2021-02-12 16:57:37.438124+00:00,167.99.36.34,,e984d832fbc5,
cowrie.command.input,2021-02-12 16:57:37.439054+00:00,167.99.36.34,,e984d832fbc5,
cowrie.session.params,2021-02-12 16:57:37.564305+00:00,167.99.36.34,,a57c269b10a0,
cowrie.command.input,2021-02-12 16:57:37.565156+00:00,167.99.36.34,,a57c269b10a0,
cowrie.session.params,2021-02-12 16:57:37.717463+00:00,167.99.36.34,,f62fa89d5606,
cowrie.command.input,2021-02-12 16:57:37.718364+00:00,167.99.36.34,,f62fa89d5606,
cowrie.session.file_download,2021-02-12 16:57:37.908894+00:00,167.99.36.34,,0d6030820f53,
